geography,Household Deprivation: Household is not deprived in any dimension; measures: Value,Household Deprivation: Household is deprived in 1 dimension; measures: Value,Household Deprivation: Household is deprived in 2 dimensions; measures: Value,Household Deprivation: Household is deprived in 3 dimensions; measures: Value,Household Deprivation: Household is deprived in 4 dimensions; measures: Value
PO13 8,1445,882,337,103,11
PO13 9,2107,1721,700,160,5
PO14 1,1391,1146,589,146,17
PO14 2,1576,1119,592,71,1
PO14 3,2005,1072,382,49,2
PO14 4,1909,1004,422,56,9
PO15 5,1638,1095,450,58,2
PO15 6,1607,1074,569,144,22
PO15 7,2006,557,149,18,0
PO16 0,1094,834,457,111,19
PO16 7,1632,1077,409,71,5
PO16 8,2365,1512,593,75,5
PO16 9,1621,1263,742,119,7
PO17 5,1025,612,313,60,3
PO17 6,362,220,78,14,0
PO18 0,983,685,275,59,4
PO18 8,1574,880,349,51,0
PO18 9,443,209,60,14,2
PO19 1,387,320,96,19,1
PO19 3,1321,920,529,100,17
PO19 5,630,367,95,3,0
PO19 6,1351,1006,411,142,13
PO19 7,1696,1190,624,138,18
PO19 8,1159,792,376,67,7
PO2  0,2375,1761,824,235,13
PO2  7,1958,1727,1147,396,57
PO2  8,1318,1206,750,225,16
PO2  9,1435,1088,622,186,19
PO20 0,1347,1510,936,140,9
PO20 1,503,360,153,30,3
PO20 2,799,471,178,49,2
PO20 3,902,559,288,39,2
PO20 7,788,497,194,21,1
PO20 8,1396,1309,625,101,4
PO20 9,349,381,161,29,1
PO21 1,732,1015,778,233,52
PO21 2,1554,1493,882,258,52
PO21 3,1454,1355,787,91,7
PO21 4,1424,1336,669,84,5
PO21 5,1347,1359,798,191,19
PO22 0,739,586,214,32,6
PO22 6,1140,949,499,75,7
PO22 7,1185,923,453,47,6
PO22 8,1059,868,423,88,9
PO22 9,1142,1132,787,194,25
PO3  5,1565,1026,471,99,13
PO3  6,2164,1508,766,182,18
PO30 1,1186,1028,671,190,12
PO30 2,730,835,569,174,13
PO30 3,444,331,162,30,3
PO30 4,596,516,270,46,3
PO30 5,1904,1482,877,206,26
PO31 7,1905,1197,586,134,9
PO31 8,1212,923,434,68,3
PO32 6,1443,1220,715,166,17
PO33 1,1552,1277,809,240,32
PO33 2,1280,1213,812,322,52
PO33 3,1670,1378,805,174,13
PO33 4,971,831,431,68,4
PO34 5,459,419,177,19,1
PO35 5,724,633,294,50,2
PO36 0,819,734,399,83,7
PO36 8,802,812,547,129,24
PO36 9,960,1130,790,207,20
PO37 6,561,579,338,68,14
PO37 7,836,906,609,146,23
PO38 1,960,1062,636,166,22
PO38 2,521,446,201,53,6
PO38 3,619,611,377,74,3
PO39 0,454,478,198,35,8
PO4  0,2815,1718,808,235,35
PO4  8,2753,1847,1040,232,17
PO4  9,3373,2050,978,269,21
PO40 9,897,970,582,123,21
PO41 0,430,347,171,21,2
PO5  1,1692,1311,677,224,30
PO5  2,1751,1198,493,124,19
PO5  3,1150,980,483,150,30
PO5  4,614,1074,841,362,51
PO6  1,1750,1114,512,74,7
PO6  2,2248,1462,663,124,11
PO6  3,1204,1331,1017,366,31
PO6  4,1578,1449,1018,329,24
PO7  4,280,146,62,5,1
PO7  5,2314,1505,604,113,9
PO7  6,2027,1425,680,118,19
PO7  7,1664,1280,651,146,20
PO7  8,1742,1215,648,213,24
PO8  0,2178,1205,469,64,4
PO8  8,1835,1286,673,98,7
PO8  9,2773,2058,940,261,41
PO9  1,1107,794,478,101,22
PO9  2,1757,1385,889,300,26
PO9  3,1616,1408,797,209,19
PO9  4,1103,1349,1031,402,43
PO9  5,1149,1323,1036,399,54
PO9  6,715,385,147,28,0
PR1  0,2216,1159,489,57,0
PR1  1,266,418,487,254,48
PR1  2,127,218,92,38,8
PR1  3,563,635,376,144,23
PR1  4,890,1216,936,364,36
PR1  5,986,1221,969,417,43
PR1  6,1165,1382,954,387,45
PR1  7,848,763,523,218,23
PR1  8,1107,804,513,151,30
PR1  9,2494,1678,983,248,24
PR2  1,2697,2001,1283,340,35
PR2  2,1912,1090,614,189,20
PR2  3,2895,2193,1186,272,22
PR2  5,667,312,114,17,2
PR2  6,2032,2025,1553,664,63
PR2  7,766,565,355,120,12
PR2  8,1324,914,527,136,10
PR2  9,2626,1300,496,92,8
PR25 1,1394,1185,794,233,21
PR25 2,883,695,530,176,19
PR25 3,1557,821,340,62,8
PR25 4,1167,833,495,98,8
PR25 5,920,521,279,52,4
PR26 6,600,324,163,29,3
PR26 7,1302,783,439,87,9
PR26 8,160,93,59,19,1
PR26 9,851,387,232,32,2
PR3  0,1439,932,479,72,5
PR3  1,2166,1445,801,126,3
PR3  2,1180,682,261,37,3
PR3  3,1960,1206,516,133,4
PR3  5,718,368,138,13,2
PR3  6,474,353,182,32,2
PR4  0,1679,747,294,59,3
PR4  1,1906,1388,781,149,3
PR4  2,1706,1091,620,117,12
PR4  3,1816,982,487,105,3
PR4  4,1290,816,332,29,3
PR4  5,1786,1176,529,42,2
PR4  6,1899,1271,700,103,8
PR5  0,1197,757,353,45,1
PR5  4,2475,1444,717,111,7
PR5  5,2059,1341,715,143,12
PR5  6,1659,1274,764,209,11
PR5  8,808,738,508,152,11
PR6  0,1676,1440,991,340,28
PR6  7,2358,1222,575,134,10
PR6  8,1579,799,366,64,3
PR6  9,1667,994,476,80,7
PR7  1,1279,1007,592,161,20
PR7  2,1887,1295,792,249,24
PR7  3,1570,1102,765,224,10
PR7  4,1344,899,553,107,8
PR7  5,2106,1370,775,150,13
PR7  6,1969,1052,501,82,5
PR7  7,1212,435,112,49,4
PR8  1,416,578,438,138,30
PR8  2,1871,1459,647,107,4
PR8  3,2181,1793,1090,189,10
PR8  4,2154,1476,826,141,13
PR8  5,1067,879,513,124,9
PR8  6,2056,1598,945,240,29
PR9  0,1050,1318,972,345,74
PR9  7,2151,1489,823,192,13
PR9  8,1810,1503,927,172,7
PR9  9,2654,2313,1475,261,23
RG1  1,87,108,32,13,5
RG1  2,868,597,214,61,9
RG1  3,1245,971,416,168,21
RG1  4,675,484,174,44,9
RG1  5,1805,1047,367,95,10
RG1  6,1765,1310,639,187,26
RG1  7,1275,1319,655,205,34
RG1  8,628,349,146,33,7
RG10 0,1470,624,196,24,1
RG10 8,943,393,136,38,2
RG10 9,2148,1002,405,43,5
RG12 0,1743,956,423,108,11
RG12 2,1028,772,426,72,6
RG12 7,3466,2410,1236,248,38
RG12 8,2150,1409,600,120,9
RG12 9,2148,1413,728,243,38
RG14 1,1314,1010,575,105,17
RG14 2,1679,1075,491,140,14
RG14 3,134,101,45,8,0
RG14 5,1076,638,316,101,12
RG14 6,1943,1060,427,50,5
RG14 7,2025,1237,580,172,25
RG17 0,1373,919,387,73,6
RG17 7,563,329,136,18,0
RG17 8,633,450,228,53,6
RG17 9,795,416,164,20,1
RG18 0,287,114,58,10,0
RG18 3,1310,805,406,92,6
RG18 4,999,480,217,76,7
RG18 9,1350,559,168,21,2
RG19 3,1598,900,435,87,13
RG19 4,1610,814,402,58,6
RG19 8,661,359,151,27,1
RG2  0,1052,806,337,136,20
RG2  7,1367,1356,951,324,50
RG2  8,1682,1605,1072,327,33
RG2  9,1912,800,302,49,7
RG20 0,549,234,72,8,3
RG20 4,205,113,58,12,0
RG20 5,742,440,202,32,1
RG20 6,347,172,62,20,1
RG20 7,504,206,75,13,0
RG20 8,849,422,150,21,5
RG20 9,1168,531,184,33,3
RG21 3,1633,1183,514,101,5
RG21 4,643,457,217,43,3
RG21 5,1313,1061,585,136,10
RG21 6,152,63,24,10,3
RG21 7,777,712,247,48,9
RG21 8,840,552,307,62,2
RG22 4,4667,2358,940,208,12
RG22 5,2171,1292,522,93,7
RG22 6,1538,1587,1217,266,29
RG23 7,1177,672,311,36,2
RG23 8,1268,945,493,105,10
RG24 7,920,499,250,28,0
RG24 8,3039,1246,339,58,6
RG24 9,3052,2046,1067,274,31
RG25 2,1042,507,154,21,0
RG25 3,990,631,286,33,4
RG26 3,1902,1140,457,61,3
RG26 4,915,662,279,42,7
RG26 5,2176,1028,366,57,5
RG27 0,1361,623,210,24,3
RG27 8,1526,790,342,68,2
RG27 9,2203,872,348,46,2
RG28 7,1346,753,321,45,2
RG29 1,1528,662,228,40,1
RG30 1,776,677,363,120,10
RG30 2,2579,1751,827,257,26
RG30 3,1313,1161,717,209,25
RG30 4,1800,1692,1127,299,26
RG30 6,1051,789,431,103,7
RG31 4,809,617,318,64,0
RG31 5,1342,851,374,39,2
RG31 6,2192,1133,414,51,3
RG31 7,1422,838,311,75,11
RG4  5,1449,782,409,122,11
RG4  6,1631,792,304,35,1
RG4  7,2212,970,265,27,1
RG4  8,2488,1298,616,94,8
RG4  9,1298,689,292,30,0
RG40 1,1744,1056,497,113,8
RG40 2,1194,550,204,36,3
RG40 3,1067,466,153,16,1
RG40 4,1845,754,309,47,3
RG40 5,500,149,44,6,2
RG41 1,950,413,110,14,2
RG41 2,1158,576,201,28,3
RG41 3,1662,622,195,25,2
RG41 4,990,353,78,5,0
RG41 5,2103,918,356,77,12
RG42 1,961,645,316,82,9
RG42 2,1396,772,375,59,7
RG42 3,1481,676,202,31,3
RG42 4,1110,463,137,25,1
RG42 5,395,158,95,14,3
RG42 6,350,164,54,8,0
RG42 7,440,140,61,7,0
RG45 6,2157,940,253,26,6
RG45 7,1203,611,229,41,3
RG5  3,2073,1431,751,143,10
RG5  4,3255,1670,563,72,6
RG6  1,1461,870,394,65,5
RG6  3,1391,697,183,31,2
RG6  4,2021,880,246,37,4
RG6  5,1463,711,261,15,2
RG6  6,13,22,13,2,0
RG6  7,1648,864,314,34,2
RG7  1,1569,770,273,54,3
RG7  2,464,234,96,14,1
RG7  3,2238,1125,523,101,8
RG7  4,675,375,168,39,3
RG7  5,1157,755,363,84,4
RG7  6,933,417,162,25,1
RG8  0,1196,628,244,30,0
RG8  7,1111,541,228,20,2
RG8  8,1354,625,185,26,1
RG8  9,828,347,93,27,0
RG9  1,2323,1107,449,89,9
RG9  2,596,444,206,27,7
RG9  3,468,214,70,14,1
RG9  4,442,203,84,12,1
RG9  5,963,407,128,16,0
RG9  6,843,352,106,12,1
RH1  1,1209,729,335,85,7
RH1  2,1540,936,434,97,8
RH1  3,1555,1050,629,146,18
RH1  4,1335,743,273,51,6
RH1  5,1661,1091,406,87,6
RH1  6,2594,1242,562,89,17
RH10 1,1271,1018,496,104,13
RH10 3,2493,1598,551,81,13
RH10 4,1519,852,345,62,3
RH10 5,896,869,568,117,4
RH10 6,1556,1425,809,177,13
RH10 7,4169,2046,730,142,10
RH10 8,969,898,538,139,20
RH11 0,1523,1396,784,174,16
RH11 6,393,388,235,82,6
RH11 7,1683,1813,1211,323,24
RH11 8,2434,2192,1199,289,27
RH11 9,2083,2084,1095,333,30
RH12 1,1545,1146,515,125,15
RH12 2,1822,1020,477,80,4
RH12 3,1904,1086,458,86,5
RH12 4,2177,1317,552,101,5
RH12 5,2409,1075,387,82,8
RH13 0,966,498,190,37,3
RH13 5,1981,1218,585,154,8
RH13 6,1939,1070,435,126,12
RH13 8,1415,798,289,50,1
RH13 9,1955,1036,418,55,3
RH14 0,1314,767,275,30,1
RH14 9,1789,1140,431,88,4
RH15 0,2313,1403,556,76,11
RH15 8,2449,1513,680,117,8
RH15 9,1828,1130,461,108,9
RH16 1,1827,882,289,43,2
RH16 2,1758,887,369,50,2
RH16 3,2172,1394,674,134,14
RH16 4,2211,1112,445,91,12
RH17 5,1616,733,266,50,3
RH17 6,1147,655,267,42,3
RH17 7,1536,823,288,54,2
RH18 5,1025,579,215,27,2
RH19 1,1501,1090,415,99,7
RH19 2,1599,829,308,58,6
RH19 3,2425,1455,551,105,7
RH19 4,1797,1075,381,49,2
RH2  0,1881,899,270,52,2
RH2  7,1561,761,405,83,12
RH2  8,1469,894,438,72,3
RH2  9,1115,472,138,16,5
RH20 1,1224,686,249,40,3
RH20 2,1611,996,370,54,3
RH20 3,1491,791,263,45,8
RH20 4,1424,1030,456,77,3
RH3  7,1016,532,215,34,3
RH4  1,1338,648,268,71,8
RH4  2,967,714,385,109,15
RH4  3,1244,675,244,49,8
RH5  4,1618,880,403,105,16
RH5  5,1225,671,224,41,4
RH5  6,893,422,119,20,0
RH6  0,564,320,117,29,7
RH6  7,1083,936,425,113,15
RH6  8,1738,1199,579,116,14
RH6  9,2559,1561,574,80,4
RH7  6,1813,1170,517,106,9
RH8  0,2141,1120,462,86,7
RH8  9,1312,719,226,41,4
RH9  8,1072,712,309,85,7
RM1  1,286,339,173,44,6
RM1  2,828,668,364,102,8
RM1  3,324,341,239,56,8
RM1  4,1957,1694,866,155,7
RM10 7,1154,1513,1180,362,44
RM10 8,1621,2201,1498,468,32
RM10 9,1266,1674,1201,435,59
RM11 1,2088,1548,782,120,8
RM11 2,1782,1319,597,88,10
RM11 3,1930,1406,762,83,7
RM12 4,2631,2197,1413,245,15
RM12 5,1507,1384,861,148,10
RM12 6,1453,1295,760,100,13
RM13 7,1224,1346,896,180,11
RM13 8,971,1100,750,197,17
RM13 9,1800,1831,1114,233,17
RM14 1,2128,1544,869,99,4
RM14 2,1728,1144,499,49,5
RM14 3,1409,951,427,37,2
RM15 4,1011,1172,831,203,17
RM15 5,1310,1542,1281,412,44
RM15 6,1208,1152,729,212,19
RM16 2,1793,1646,1193,201,12
RM16 3,740,448,177,26,3
RM16 4,1091,1402,1149,278,19
RM16 5,131,92,29,10,2
RM16 6,3207,1513,466,68,3
RM17 5,1995,1614,955,225,25
RM17 6,2362,2209,1311,361,33
RM18 7,415,649,580,188,27
RM18 8,1468,1605,1031,316,28
RM19 1,1098,1043,505,142,14
RM2  5,1386,866,387,67,8
RM2  6,1444,915,435,88,12
RM20 3,223,253,181,51,10
RM20 4,406,416,248,77,8
RM3  0,1894,1494,884,161,19
RM3  7,1062,1328,1069,315,31
RM3  8,1185,1492,1255,457,52
RM3  9,1253,1387,1162,349,40
RM4  1,671,670,364,71,5
RM5  2,1250,1272,734,177,9
RM5  3,1379,1435,853,189,11
RM6  4,1762,1461,752,226,29
RM6  5,1452,1438,1161,308,27
RM6  6,1264,1242,814,191,19
RM7  0,1609,1499,870,194,19
RM7  7,861,691,399,120,23
RM7  8,1141,1101,714,142,13
RM7  9,859,784,499,136,21
RM8  1,1328,1518,1081,348,51
RM8  2,1688,2056,1589,598,68
RM8  3,1259,1500,1289,442,56
RM9  4,1241,1679,1296,404,47
RM9  5,1137,1660,1414,500,42
RM9  6,1165,1491,1161,394,37
S1   2,133,251,49,16,2
S1   3,14,32,5,0,0
S1   4,757,1697,393,95,20
S10  1,3336,1708,665,160,15
S10  2,858,693,264,81,11
S10  3,1942,1041,274,28,4
S10  4,1669,872,354,46,0
S10  5,1951,1064,375,53,8
S11  7,2815,1120,390,55,1
S11  8,2674,1609,770,276,40
S11  9,2462,1169,365,51,4
S12  2,2134,1778,1135,244,17
S12  3,1443,1338,869,181,9
S12  4,2166,1922,1428,353,29
S13  7,1366,1385,1299,359,29
S13  8,1808,2019,1670,420,32
S13  9,1418,1008,653,118,6
S14  1,1117,1588,1307,449,40
S17  3,1790,1031,403,71,2
S17  4,1970,1113,479,72,3
S18  1,1555,996,410,55,1
S18  2,1176,867,535,81,5
S18  3,363,257,111,11,3
S18  4,257,230,167,19,0
S18  7,429,270,126,12,0
S18  8,1496,925,376,44,0
S2   1,1016,1320,1265,588,57
S2   2,1248,1600,1347,473,49
S2   3,1369,1145,894,342,33
S2   4,667,708,326,88,10
S2   5,964,1214,1053,429,32
S20  1,1145,881,676,147,10
S20  2,887,466,173,18,3
S20  3,77,23,20,3,0
S20  4,894,534,324,57,6
S20  5,1148,670,415,81,6
S20  6,512,387,205,24,3
S20  7,661,644,494,96,5
S20  8,652,603,430,137,11
S21  1,1490,1012,632,109,7
S21  2,236,204,129,25,1
S21  3,560,345,246,67,3
S21  4,1188,1062,793,170,7
S21  5,228,153,131,21,2
S25  1,238,206,106,24,0
S25  2,1297,1180,898,219,18
S25  3,441,242,136,39,0
S25  4,1225,901,509,87,4
S25  5,539,332,183,23,1
S26  1,350,254,91,9,0
S26  2,1336,944,496,79,6
S26  3,419,348,281,76,1
S26  4,1032,737,476,124,11
S26  5,549,422,327,64,0
S26  6,721,535,317,58,3
S26  7,373,248,175,26,0
S3   7,842,1785,884,318,83
S3   8,449,716,147,26,7
S3   9,425,708,581,283,28
S32  1,480,255,96,13,0
S32  2,245,104,35,5,0
S32  3,335,189,75,9,0
S32  4,113,69,29,4,0
S32  5,210,138,69,12,1
S33  0,350,195,90,17,3
S33  6,218,154,86,24,1
S33  7,85,39,15,4,1
S33  8,154,105,31,5,0
S33  9,307,216,124,16,0
S35  0,1388,803,476,109,3
S35  1,1389,1092,639,90,6
S35  2,1353,785,329,47,4
S35  3,504,433,371,76,7
S35  4,1146,855,612,131,3
S35  7,630,375,205,29,2
S35  8,935,643,348,43,3
S35  9,856,600,384,78,6
S36  1,1206,976,719,167,12
S36  2,1289,800,459,104,5
S36  3,77,57,19,5,0
S36  4,150,104,50,5,4
S36  6,1365,896,514,96,8
S36  7,389,223,102,11,2
S36  8,401,208,101,20,0
S36  9,690,380,188,37,1
S4   7,660,831,715,320,34
S4   8,595,828,696,291,41
S40  1,835,619,395,117,9
S40  2,1787,1637,1293,426,28
S40  3,2130,1288,628,75,11
S40  4,2080,1720,1132,298,18
S41  0,2623,1809,1008,219,17
S41  7,1111,925,654,216,20
S41  8,1781,1724,1349,351,21
S41  9,976,843,657,171,10
S42  5,1823,1656,1436,440,19
S42  6,2226,1677,903,140,8
S42  7,1105,666,268,52,4
S43  1,1585,1225,844,251,16
S43  2,1363,933,708,206,11
S43  3,1875,1772,1650,431,30
S43  4,1965,1334,1046,208,12
S44  5,1284,1145,951,214,10
S44  6,2050,1847,1549,417,20
S45  0,338,207,101,18,1
S45  8,715,532,360,62,5
S45  9,1144,1203,1051,306,32
S5   0,1245,1587,1390,451,42
S5   6,1241,1506,1319,505,60
S5   7,1339,1837,1725,599,55
S5   8,1364,1936,1727,618,66
S5   9,1012,1265,1290,475,33
S6   1,2199,1563,947,264,21
S6   2,1803,1079,806,214,15
S6   3,1418,1039,716,271,22
S6   4,2740,1661,1092,231,21
S6   5,2042,1449,1035,221,12
S6   6,1636,1051,548,73,3
S60  1,114,206,196,75,4
S60  2,780,857,666,251,17
S60  3,1450,1025,475,83,4
S60  4,1165,824,613,105,4
S60  5,2549,2020,1385,312,19
S61  1,951,1017,733,232,20
S61  2,2343,1684,1015,196,9
S61  3,883,1130,965,296,14
S61  4,1176,1287,1126,375,28
S62  5,902,973,714,216,19
S62  6,710,630,579,156,18
S62  7,1319,1221,954,204,8
S63  0,906,1141,1214,473,16
S63  6,1479,1154,947,207,16
S63  7,1078,929,703,167,10
S63  8,953,885,834,296,23
S63  9,830,836,855,331,30
S64  0,993,1096,964,284,12
S64  5,312,309,244,62,2
S64  8,2087,1829,1396,327,18
S64  9,924,1069,1017,317,22
S65  1,387,786,755,334,34
S65  2,1497,1631,1627,590,49
S65  3,1230,1151,924,349,27
S65  4,1084,1018,968,274,9
S66  1,1177,762,381,53,2
S66  2,1514,1334,1011,226,8
S66  3,1390,702,387,75,5
S66  7,1303,1394,1219,379,19
S66  8,1654,1193,806,146,5
S66  9,690,721,658,145,10
S7   1,1810,1186,523,158,13
S7   2,1820,810,321,84,14
S70  1,876,808,809,270,22
S70  2,292,278,162,63,3
S70  3,1033,1005,966,387,15
S70  4,1068,1106,984,389,23
S70  5,1244,1126,952,240,15
S70  6,1411,1128,846,225,19
S71  1,1237,1130,939,336,22
S71  2,1365,1324,1050,289,19
S71  3,1131,1181,1290,431,26
S71  4,1480,1359,1159,303,16
S71  5,1155,1041,878,275,6
S72  0,473,453,380,114,4
S72  7,515,539,619,241,13
S72  8,1926,1648,1460,400,22
S72  9,649,569,453,163,10
S73  0,2094,1476,1046,303,19
S73  8,1080,1180,1099,352,27
S73  9,988,968,815,207,9
S74  0,1088,983,940,240,16
S74  8,718,538,409,103,5
S74  9,910,847,727,183,13
S75  1,1392,934,573,116,11
S75  2,1721,1247,721,119,8
S75  3,1425,978,775,156,7
S75  4,1125,579,311,48,1
S75  5,1658,1110,751,169,5
S75  6,1232,947,653,136,6
S8   0,2428,1456,694,162,13
S8   7,2090,1790,1416,436,42
S8   8,2382,1959,1302,339,18
S8   9,2189,1318,646,178,21
S80  1,977,857,567,198,29
S80  2,989,1329,1207,485,43
S80  3,1003,649,315,75,1
S80  4,1511,1306,1218,326,10
S81  0,1728,1635,1260,328,29
S81  7,1946,1290,697,163,4
S81  8,1623,1005,488,73,2
S81  9,1178,1099,928,209,9
S9   1,1636,1624,1075,344,31
S9   3,197,346,306,138,19
S9   4,1106,1150,824,232,21
S9   5,276,525,622,224,22
SE1  0,618,739,372,144,30
SE1  1,646,821,300,106,7
SE1  2,2038,1370,437,127,23
SE1  3,1598,1661,593,242,36
SE1  4,1520,1742,757,291,35
SE1  5,1277,1697,1165,453,83
SE1  6,805,1192,579,179,40
SE1  7,1169,1084,410,116,11
SE1  8,780,657,339,123,18
SE1  9,526,496,220,84,11
SE10 0,1425,1198,612,213,24
SE10 8,1881,967,499,158,20
SE10 9,1654,1240,650,250,28
SE11 4,1604,1306,694,243,35
SE11 5,1111,1211,682,257,36
SE11 6,798,937,620,233,40
SE12 0,1520,1190,690,228,16
SE12 8,1524,1184,632,216,23
SE12 9,1564,1417,901,298,42
SE13 5,2574,1891,898,317,54
SE13 6,1962,1820,1036,380,61
SE13 7,2833,2734,1437,424,64
SE14 5,2270,2301,1279,445,73
SE14 6,1171,1368,772,238,24
SE15 1,641,1004,768,291,46
SE15 2,1394,1831,1314,562,91
SE15 3,2069,1905,1308,538,59
SE15 4,1637,1047,596,242,31
SE15 5,1064,1369,859,338,57
SE15 6,1113,1824,1142,474,62
SE16 2,1016,1558,1052,434,56
SE16 3,1139,1737,1089,441,72
SE16 4,1016,1220,689,230,35
SE16 5,1521,858,380,117,12
SE16 6,976,785,295,64,9
SE16 7,1363,1161,448,130,19
SE17 1,894,1195,818,344,55
SE17 2,1247,2021,1466,521,66
SE17 3,1489,1926,1226,455,77
SE18 1,1415,1717,1256,441,75
SE18 2,1440,1358,897,253,24
SE18 3,1743,1603,863,330,34
SE18 4,1094,988,569,225,38
SE18 5,1076,1491,1051,448,86
SE18 6,1445,1709,872,300,54
SE18 7,1315,1763,1221,545,76
SE19 1,1770,1241,665,283,41
SE19 2,1829,1222,611,214,29
SE19 3,2037,1695,828,229,33
SE2  0,1715,1693,1023,320,30
SE2  9,1551,2020,1425,448,36
SE20 7,2228,1677,915,286,36
SE20 8,1808,1852,1110,451,86
SE21 7,947,311,75,13,2
SE21 8,2355,1323,732,244,25
SE22 0,2268,1190,631,219,41
SE22 8,2084,1401,674,228,23
SE22 9,2098,1050,571,178,27
SE23 1,1696,1164,652,202,41
SE23 2,2385,1809,980,350,69
SE23 3,2502,1602,781,260,42
SE24 0,1876,1154,672,243,37
SE24 9,1983,1116,569,176,34
SE25 4,2071,1787,1040,371,51
SE25 5,1388,1568,854,300,58
SE25 6,2079,1897,1135,345,68
SE26 4,1690,1487,870,278,43
SE26 5,1421,1122,629,213,26
SE26 6,1962,1546,872,310,45
SE27 0,1991,1669,1040,342,47
SE27 9,1602,1278,777,275,42
SE28 0,1474,1455,725,250,33
SE28 8,2318,2462,1338,431,49
SE3  0,1502,844,342,101,12
SE3  7,2134,1177,523,201,25
SE3  8,1480,1233,869,278,38
SE3  9,1718,1009,425,135,23
SE4  1,3371,2341,1126,360,67
SE4  2,1914,1589,836,307,33
SE5  0,1087,1360,930,372,49
SE5  7,1261,1486,1042,396,45
SE5  8,2491,2013,1064,333,60
SE5  9,1651,1691,1017,378,58
SE6  1,2470,2203,1275,407,51
SE6  2,1829,1836,1171,378,56
SE6  3,1304,1594,1215,447,59
SE6  4,1890,1661,1026,359,51
SE7  7,1945,1484,883,310,37
SE7  8,1067,1243,914,376,47
SE8  3,1515,1540,882,303,38
SE8  4,1096,1241,755,277,31
SE8  5,1119,1569,987,363,49
SE9  1,2171,1545,805,211,10
SE9  2,1485,1312,768,240,36
SE9  3,2031,1728,1029,256,26
SE9  4,1693,1761,1260,403,44
SE9  5,1022,1105,702,249,27
SE9  6,1058,1144,874,293,35
SG1  1,1037,1159,730,194,21
SG1  2,1515,1009,581,140,15
SG1  3,1655,1126,652,113,13
SG1  4,1906,1344,652,146,10
SG1  5,2003,1670,908,226,31
SG1  6,1691,628,178,42,2
SG10 6,392,245,118,18,4
SG11 1,1043,601,288,43,2
SG11 2,642,359,138,25,0
SG12 0,2092,1306,487,82,5
SG12 7,1702,1079,600,125,8
SG12 8,1343,903,405,68,8
SG12 9,1283,758,312,73,7
SG13 7,2494,1168,458,95,4
SG13 8,1353,719,304,60,3
SG14 1,741,424,178,23,10
SG14 2,1505,962,540,140,29
SG14 3,2082,1122,496,95,3
SG15 6,1202,690,364,81,7
SG16 6,1402,706,285,52,1
SG17 5,2590,1450,676,92,8
SG18 0,1376,1056,596,130,6
SG18 8,2044,1284,596,92,7
SG18 9,1483,882,404,45,4
SG19 1,1829,1335,692,160,22
SG19 2,2129,1139,532,72,6
SG19 3,1094,655,290,33,6
SG2  0,1417,1148,603,116,12
SG2  7,1823,948,323,56,7
SG2  8,2267,1707,1039,232,23
SG2  9,2314,1756,1097,210,29
SG3  6,1622,908,408,57,7
SG4  0,1953,1148,543,122,13
SG4  7,1116,581,267,39,1
SG4  8,1509,854,358,68,3
SG4  9,2174,1133,385,78,4
SG5  1,1692,958,453,90,13
SG5  2,1657,1168,577,159,10
SG5  3,1426,828,385,54,9
SG5  4,2269,1165,466,75,3
SG6  1,1383,940,552,140,13
SG6  2,1399,1051,551,128,15
SG6  3,1265,781,354,59,2
SG6  4,2100,1829,1152,254,22
SG7  5,1041,521,242,39,6
SG7  6,1917,1144,579,106,9
SG8  0,907,494,209,28,5
SG8  5,2210,1258,553,107,11
SG8  6,1508,935,456,88,2
SG8  7,1682,1021,470,60,4
SG8  8,801,386,137,13,0
SG8  9,1286,636,264,48,2
SG9  0,729,348,152,20,2
SG9  9,1207,808,378,47,3
SK1  2,307,214,157,54,3
SK1  3,375,468,433,227,22
SK1  4,1383,1068,725,194,25
SK10 1,789,456,254,57,1
SK10 2,2451,1385,728,148,11
SK10 3,2325,1285,611,115,7
SK10 4,1595,755,229,36,1
SK10 5,2221,1205,525,100,6
SK11 0,930,583,274,47,0
SK11 6,1004,586,270,83,12
SK11 7,2357,1587,934,248,31
SK11 8,2602,1694,1088,273,20
SK11 9,982,593,241,29,2
SK12 1,3268,1878,785,84,9
SK12 2,1148,669,229,36,1
SK13 0,165,267,239,103,6
SK13 1,1354,859,575,137,8
SK13 2,731,462,281,48,2
SK13 5,325,177,93,26,0
SK13 6,1255,702,311,90,5
SK13 7,851,562,259,62,6
SK13 8,1948,1144,709,217,24
SK14 1,653,750,536,214,14
SK14 2,703,651,457,138,9
SK14 3,788,841,794,308,19
SK14 4,1988,1687,1220,470,37
SK14 5,1876,1352,811,196,14
SK14 6,853,574,448,119,5
SK14 8,555,412,245,72,2
SK15 1,1332,1268,964,377,22
SK15 2,1931,1181,702,170,15
SK15 3,1735,1116,713,166,17
SK16 4,1279,1241,948,329,32
SK16 5,1862,1546,1020,285,24
SK17 0,521,421,248,43,9
SK17 6,1680,1182,654,208,15
SK17 7,1205,1010,683,202,11
SK17 8,1146,747,417,53,5
SK17 9,1621,1085,544,95,8
SK2  5,2498,1873,1197,317,21
SK2  6,1596,998,616,193,20
SK2  7,1572,901,432,92,7
SK22 1,279,158,54,10,0
SK22 2,545,311,167,31,0
SK22 3,755,368,178,43,4
SK22 4,1074,766,482,110,13
SK23 0,923,639,349,65,5
SK23 6,500,272,125,13,0
SK23 7,1751,1079,499,80,2
